fecha,idema,estacion_meteo,provincia_meteo,altitud_meteo,temp_media,precipitacion,prec_traza,temp_min,temp_max,viento_vel_media,direccion_viento,racha_max,insolacion,presion_max,presion_min,anio_meteo,mes_meteo,dia_meteo
2021-01-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,0.2,6.0,False,-2.9,3.2,3.3,30,7.8,2.1,985.2,981.0,2021,1,8
2021-01-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,0.0,17.4,False,-0.3,0.4,4.2,30,9.2,0.0,981.0,976.9,2021,1,9
2021-01-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,2.0,0.0,False,0.3,3.6,4.7,30,12.8,0.3,988.3,980.0,2021,1,10
2021-01-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,2.0,0.0,False,-1.0,5.1,8.1,30,13.3,9.0,995.3,987.8,2021,1,11
2021-01-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,2.6,0.0,False,-1.4,6.6,9.2,30,16.4,9.0,998.0,995.1,2021,1,12
2021-01-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,7.7,0.0,False,4.1,11.3,8.3,30,20.0,8.2,998.8,996.6,2021,1,13
2021-01-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,7.6,0.0,False,4.4,10.8,8.6,31,19.2,9.0,996.9,993.5,2021,1,14
2021-01-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.2,0.0,False,6.6,11.9,9.4,32,19.2,6.1,997.1,994.2,2021,1,15
2021-01-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.8,0.0,False,6.0,13.7,6.9,29,18.6,9.1,997.4,993.9,2021,1,16
2021-01-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.0,0.0,False,2.5,15.5,6.7,31,15.0,8.6,998.0,995.2,2021,1,17
2021-01-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,8.6,0.0,False,3.5,13.8,5.6,28,10.3,8.9,997.5,994.8,2021,1,18
2021-01-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,6.0,0.0,False,1.6,10.5,2.8,12,6.4,7.6,996.5,987.7,2021,1,19
2021-01-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,5.0,0.0,True,2.5,7.6,5.0,12,10.8,0.0,987.7,978.1,2021,1,20
2021-01-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.3,3.2,False,3.1,15.5,3.3,23,13.6,4.2,981.5,976.8,2021,1,21
2021-01-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,8.8,0.0,True,3.6,14.0,6.7,29,30.3,0.8,982.2,969.5,2021,1,22
2021-01-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,8.4,2.2,False,3.6,13.2,7.8,26,17.2,0.8,982.2,969.5,2021,1,23
2021-01-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.4,1.6,False,7.4,13.4,4.4,27,14.4,7.9,982.4,971.0,2021,1,24
2021-01-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.0,5.8,False,6.7,11.4,3.6,30,9.4,0.0,989.0,978.4,2021,1,25
2021-01-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.6,0.0,False,4.4,14.8,2.5,29,8.9,,993.2,988.8,2021,1,26
2021-01-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.1,0.0,False,6.8,19.4,6.1,32,14.2,8.1,993.6,990.8,2021,1,27
2021-01-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.7,0.0,False,7.9,19.5,2.2,24,7.2,8.9,993.4,988.6,2021,1,28
2021-01-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.2,0.2,False,12.8,19.7,5.0,25,12.2,9.1,989.3,983.7,2021,1,29
2021-01-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.4,0.0,True,7.5,17.4,7.5,28,18.6,6.5,983.7,975.4,2021,1,30
2021-01-31,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.5,0.0,False,7.6,17.4,4.2,28,21.4,4.6,980.4,973.8,2021,1,31
2021-02-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.7,0.0,False,8.4,17.0,4.7,30,14.4,5.7,984.3,974.8,2021,2,1
2021-02-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.8,0.0,False,9.9,19.6,6.4,26,13.6,9.4,986.0,982.1,2021,2,2
2021-02-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.8,0.0,False,8.1,19.4,4.2,25,12.8,8.4,983.9,981.8,2021,2,3
2021-02-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.8,0.0,False,9.7,18.0,3.9,99,8.1,5.9,982.9,978.0,2021,2,4
2021-02-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.8,2.8,False,7.6,16.1,2.8,11,8.9,1.6,980.9,974.2,2021,2,5
2021-02-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.7,4.6,False,7.7,17.7,4.2,30,13.9,3.4,976.1,969.7,2021,2,6
2021-02-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,8.1,0.0,True,4.2,12.0,4.2,31,13.9,7.4,977.1,972.5,2021,2,7
2021-02-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.2,0.2,False,8.8,15.7,6.4,27,17.5,5.3,975.2,968.3,2021,2,8
2021-02-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.6,1.0,False,7.4,11.9,5.8,26,12.2,0.3,975.6,969.0,2021,2,9
2021-02-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.2,0.0,False,5.6,14.9,5.8,26,12.2,7.1,986.7,970.8,2021,2,10
2021-02-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.6,0.0,False,3.3,17.9,1.7,32,5.3,8.1,988.2,986.1,2021,2,11
2021-02-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.0,2.2,False,7.8,14.2,4.7,30,15.0,0.6,991.7,984.8,2021,2,12
2021-02-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.4,0.0,False,7.3,15.6,5.3,31,11.9,5.7,996.3,991.7,2021,2,13
2021-02-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.5,0.0,False,3.5,15.5,4.2,13,13.3,9.5,1003.2,996.3,2021,2,14
2021-02-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.2,0.0,False,7.1,13.4,4.4,14,9.2,2.2,1004.2,1000.0,2021,2,15
2021-02-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.1,0.0,False,8.2,16.0,3.6,99,7.5,5.3,1000.5,992.4,2021,2,16
2021-02-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.8,0.0,False,7.2,16.5,3.1,12,7.5,4.3,993.8,988.6,2021,2,17
2021-02-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.2,0.0,False,5.7,18.7,2.8,12,6.9,8.8,988.6,985.1,2021,2,18
2021-02-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.4,0.0,False,5.4,19.5,3.6,12,8.9,9.6,990.3,985.9,2021,2,19
2021-02-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.2,0.0,False,5.5,19.0,7.2,13,14.7,6.2,987.2,981.3,2021,2,20
2021-02-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.8,9.8,False,8.9,14.8,7.5,99,16.9,0.4,984.1,976.9,2021,2,21
2021-02-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.5,0.2,False,6.4,12.6,7.2,30,14.4,0.0,997.3,977.3,2021,2,22
2021-02-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.3,0.0,False,6.6,16.0,3.1,12,8.3,10.3,1004.3,997.3,2021,2,23
2021-02-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.6,0.0,False,6.2,17.0,3.9,12,9.7,5.0,1004.4,998.5,2021,2,24
2021-02-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.8,0.0,False,7.6,16.1,1.9,99,6.4,7.2,1000.9,998.0,2021,2,25
2021-02-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.3,0.0,False,7.4,17.2,2.2,30,5.3,7.1,1001.1,997.8,2021,2,26
2021-02-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.7,0.0,False,6.4,17.0,4.4,33,11.7,9.3,998.1,991.9,2021,2,27
2021-02-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.4,0.0,True,7.6,15.1,4.7,12,15.3,2.4,994.0,990.6,2021,2,28
2021-03-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.0,0.0,False,7.1,12.8,3.9,12,11.1,2.2,995.4,993.3,2021,3,1
2021-03-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.3,0.0,False,9.3,13.3,2.8,12,6.9,0.0,1000.2,995.1,2021,3,2
2021-03-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.6,0.0,False,8.3,14.8,1.4,13,4.7,,1000.3,996.3,2021,3,3
2021-03-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.1,0.0,False,7.0,15.2,0.8,13,4.2,5.0,996.3,988.7,2021,3,4
2021-03-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.6,0.0,False,6.4,16.7,1.7,29,9.4,7.6,990.2,986.4,2021,3,5
2021-03-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.1,0.0,False,7.8,16.4,2.5,31,10.0,7.4,993.2,990.1,2021,3,6
2021-03-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.8,0.0,False,7.3,16.4,1.9,31,7.5,8.0,991.9,985.1,2021,3,7
2021-03-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.3,0.0,False,7.1,13.5,8.1,31,13.6,5.3,987.9,984.6,2021,3,8
2021-03-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.4,0.0,False,5.9,13.0,8.6,31,16.1,10.5,990.7,987.6,2021,3,9
2021-03-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,8.9,0.0,False,1.5,16.3,1.9,22,9.7,11.2,993.8,990.5,2021,3,10
2021-03-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.0,0.0,False,5.0,23.0,5.3,26,14.2,10.3,992.7,988.6,2021,3,11
2021-03-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.0,0.0,False,6.1,15.9,5.6,30,12.8,5.8,993.2,989.6,2021,3,12
2021-03-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.8,0.0,False,2.8,16.9,1.9,99,7.5,11.3,993.4,989.7,2021,3,13
2021-03-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.1,0.0,False,7.4,14.8,6.4,32,15.0,7.7,997.2,991.6,2021,3,14
2021-03-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.0,0.0,False,6.9,15.1,9.4,31,21.4,11.1,997.0,992.9,2021,3,15
2021-03-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.9,0.0,False,8.7,17.1,11.7,29,22.5,11.6,997.1,995.4,2021,3,16
2021-03-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.6,0.0,False,9.1,18.0,11.1,30,21.4,11.8,996.7,990.8,2021,3,17
2021-03-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.8,0.0,False,6.6,14.9,10.8,32,19.2,10.2,992.6,986.5,2021,3,18
2021-03-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,8.8,0.0,True,5.4,12.1,10.6,34,16.9,4.5,987.2,979.3,2021,3,19
2021-03-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,7.6,0.0,False,3.8,11.3,10.8,32,19.2,11.8,990.6,985.4,2021,3,20
2021-03-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.2,0.0,False,5.7,14.8,10.6,31,20.6,9.1,991.8,988.2,2021,3,21
2021-03-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.5,0.0,False,7.0,16.0,11.4,31,18.3,10.9,990.4,987.0,2021,3,22
2021-03-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.2,0.0,False,5.6,18.8,2.5,29,8.6,11.9,993.1,989.8,2021,3,23
2021-03-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.3,0.0,False,2.9,21.7,1.1,30,8.3,11.8,995.6,991.3,2021,3,24
2021-03-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.6,0.0,False,8.1,21.1,3.1,30,8.9,11.2,995.2,989.5,2021,3,25
2021-03-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.9,0.0,False,7.2,22.6,2.5,31,15.3,7.6,995.3,987.9,2021,3,26
2021-03-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.2,0.0,False,8.7,19.6,3.6,30,11.7,9.9,998.1,995.0,2021,3,27
2021-03-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.2,0.0,False,6.1,22.3,1.9,12,8.1,11.8,1000.6,996.5,2021,3,28
2021-03-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.4,0.0,False,7.4,23.5,5.8,12,13.3,11.5,1000.4,995.8,2021,3,29
2021-03-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.4,0.0,False,10.6,24.3,4.2,13,11.1,9.7,999.1,993.7,2021,3,30
2021-03-31,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.4,0.0,False,8.3,24.6,4.7,12,11.9,11.3,995.4,987.9,2021,3,31
2021-04-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.1,0.0,False,8.0,24.2,3.3,12,9.4,7.9,990.3,983.4,2021,4,1
2021-04-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.8,0.0,False,8.5,25.0,1.1,31,9.4,11.7,985.0,980.8,2021,4,2
2021-04-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.8,0.0,False,9.9,21.8,9.7,30,19.2,11.1,985.3,980.2,2021,4,3
2021-04-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.5,0.0,False,7.8,19.2,4.7,31,15.3,12.4,988.8,985.2,2021,4,4
2021-04-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.6,0.0,False,7.1,22.2,5.3,29,13.1,12.4,989.6,984.1,2021,4,5
2021-04-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.6,0.0,False,6.6,16.5,9.7,30,19.7,12.4,987.3,982.7,2021,4,6
2021-04-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.6,0.0,False,5.0,16.1,5.0,30,19.7,12.5,993.5,986.9,2021,4,7
2021-04-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.4,0.0,True,4.6,20.1,3.6,13,8.9,9.5,994.4,988.4,2021,4,8
2021-04-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,9.7,8.2,False,8.1,11.3,4.4,12,8.6,0.0,990.6,988.0,2021,4,9
2021-04-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.0,1.0,False,10.1,17.9,3.9,11,8.1,2.8,988.0,980.7,2021,4,10
2021-04-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.4,8.4,False,7.9,14.9,7.2,30,15.8,2.6,993.0,982.0,2021,4,11
2021-04-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.8,0.0,False,5.4,16.1,6.7,31,14.7,12.5,995.7,992.7,2021,4,12
2021-04-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.3,0.0,True,4.4,18.2,1.7,25,8.6,7.8,995.2,989.7,2021,4,13
2021-04-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.1,0.0,True,10.8,21.4,1.4,18,5.3,6.2,990.0,985.4,2021,4,14
2021-04-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.4,0.0,True,8.4,18.5,2.8,30,14.4,6.4,989.7,984.5,2021,4,15
2021-04-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,11.1,0.0,False,6.4,15.8,8.6,30,16.4,12.2,989.9,985.3,2021,4,16
2021-04-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,10.1,0.0,False,5.7,14.5,9.2,31,17.2,12.9,990.1,986.5,2021,4,17
2021-04-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.8,0.0,False,6.0,19.6,5.8,32,12.8,12.9,991.1,987.6,2021,4,18
2021-04-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.0,0.0,True,5.9,22.1,3.1,32,6.4,9.0,988.9,983.2,2021,4,19
2021-04-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.2,1.8,False,11.5,19.0,1.7,22,6.4,2.5,985.1,981.5,2021,4,20
2021-04-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.5,1.8,False,11.4,19.6,3.1,12,10.8,5.2,984.0,980.8,2021,4,21
2021-04-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.2,1.2,False,9.9,16.5,4.7,13,10.0,1.1,989.5,983.5,2021,4,22
2021-04-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.2,0.0,False,8.6,21.8,5.0,13,12.5,10.4,990.2,987.2,2021,4,23
2021-04-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.3,6.0,False,10.0,20.6,4.4,11,11.9,4.4,989.9,986.0,2021,4,24
2021-04-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.4,0.8,False,10.2,20.5,5.3,12,10.3,6.4,987.4,979.5,2021,4,25
2021-04-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.4,5.6,False,11.3,15.4,1.7,12,6.1,0.0,980.4,976.1,2021,4,26
2021-04-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.4,0.0,True,12.1,18.7,2.8,33,8.1,,977.2,975.0,2021,4,27
2021-04-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.6,4.0,False,12.9,20.4,2.8,30,8.3,4.6,977.6,975.1,2021,4,28
2021-04-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.6,2.0,False,10.3,18.9,3.6,31,10.3,7.0,980.2,976.3,2021,4,29
2021-04-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.6,0.2,False,10.3,19.0,5.0,31,13.6,6.0,981.5,977.8,2021,4,30
2021-05-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.0,0.0,False,9.2,18.7,8.3,30,16.1,10.6,988.2,980.0,2021,5,1
2021-05-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,13.5,0.0,False,7.2,19.8,3.9,30,11.4,11.8,990.8,986.8,2021,5,2
2021-05-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,14.8,0.6,False,9.3,20.2,1.1,24,6.9,4.2,992.5,987.8,2021,5,3
2021-05-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.7,0.0,False,11.5,23.9,1.7,23,8.9,12.1,989.5,983.5,2021,5,4
2021-05-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.6,0.0,False,12.8,24.3,5.3,31,10.8,12.6,987.6,984.3,2021,5,5
2021-05-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.4,0.0,False,10.8,28.1,2.5,32,6.9,13.2,986.7,981.7,2021,5,6
2021-05-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.5,0.0,False,14.5,28.5,2.2,29,8.3,13.3,988.6,984.6,2021,5,7
2021-05-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.9,0.0,True,14.9,30.9,6.7,12,13.1,12.4,987.0,977.8,2021,5,8
2021-05-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.1,12.2,False,14.0,22.2,4.4,25,18.1,2.1,980.2,973.0,2021,5,9
2021-05-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.5,0.2,False,11.7,23.3,4.7,24,14.2,9.6,980.8,976.3,2021,5,10
2021-05-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.6,0.0,False,11.2,20.0,5.3,30,11.7,7.8,988.6,980.7,2021,5,11
2021-05-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.6,0.6,False,11.4,23.7,7.5,28,17.8,5.7,988.4,982.0,2021,5,12
2021-05-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.0,12.6,False,9.0,21.0,4.2,29,11.9,5.7,988.4,980.3,2021,5,13
2021-05-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.2,0.0,False,10.0,20.4,5.6,99,14.4,12.5,988.0,983.2,2021,5,14
2021-05-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.4,0.0,False,12.6,28.3,6.4,25,13.1,4.9,984.9,980.0,2021,5,15
2021-05-16,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.2,0.0,False,14.3,28.1,9.7,27,17.8,8.4,987.2,980.3,2021,5,16
2021-05-17,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.9,0.0,False,13.6,22.2,4.2,32,11.9,11.2,990.6,986.9,2021,5,17
2021-05-18,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.5,0.0,False,11.3,29.7,4.4,33,17.8,11.0,992.1,983.4,2021,5,18
2021-05-19,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,16.6,0.0,False,12.1,21.2,8.3,29,17.2,13.6,995.0,991.9,2021,5,19
2021-05-20,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.2,0.0,False,9.9,28.6,1.9,29,7.5,13.7,994.7,987.2,2021,5,20
2021-05-21,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.8,0.0,False,13.8,29.8,2.8,32,18.6,9.7,987.2,979.1,2021,5,21
2021-05-22,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.8,0.2,False,13.1,22.5,3.3,28,10.6,4.5,988.7,983.6,2021,5,22
2021-05-23,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,12.4,0.4,False,10.2,14.6,2.5,31,9.7,0.0,990.6,987.7,2021,5,23
2021-05-24,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,15.4,0.0,False,7.6,23.1,3.6,32,10.8,11.2,994.9,986.6,2021,5,24
2021-05-25,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.6,0.0,False,12.8,22.3,5.3,30,10.8,13.2,996.9,991.7,2021,5,25
2021-05-26,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,17.2,1.4,False,10.4,24.0,1.7,28,10.8,8.3,993.4,986.1,2021,5,26
2021-05-27,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.6,0.0,False,11.4,29.9,1.4,10,5.3,12.2,988.8,983.0,2021,5,27
2021-05-28,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.0,0.0,False,17.1,31.0,1.9,11,7.5,11.0,987.9,983.8,2021,5,28
2021-05-29,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.0,2.4,False,17.2,32.9,3.1,29,12.5,10.6,990.4,985.3,2021,5,29
2021-05-30,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.2,0.2,False,17.6,28.9,4.4,28,10.8,9.5,990.0,984.1,2021,5,30
2021-05-31,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.8,0.0,True,16.9,30.6,4.7,12,10.8,12.2,986.2,980.3,2021,5,31
2021-06-01,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.8,3.4,False,15.3,24.4,2.8,33,10.8,4.8,984.9,979.6,2021,6,1
2021-06-02,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,21.2,0.0,False,13.3,29.1,3.1,11,8.9,13.5,986.1,982.8,2021,6,2
2021-06-03,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,23.5,6.2,False,17.5,29.5,5.6,12,13.3,7.5,992.0,984.5,2021,6,3
2021-06-04,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,18.1,0.0,False,15.0,21.2,6.1,30,13.6,6.0,994.4,989.4,2021,6,4
2021-06-05,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,19.4,0.0,False,13.3,25.5,3.1,30,13.6,7.6,995.0,989.3,2021,6,5
2021-06-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,20.8,0.0,False,15.0,26.7,8.1,31,14.2,14.1,992.3,988.8,2021,6,6
2021-06-07,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,22.3,0.0,False,14.4,30.2,5.6,29,11.4,14.6,992.2,987.9,2021,6,7
2021-06-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.8,0.0,False,15.2,34.4,1.7,30,11.4,,991.8,986.3,2021,6,8
2021-06-09,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.2,0.0,False,18.2,32.3,5.0,30,14.2,14.3,991.2,987.0,2021,6,9
2021-06-10,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.2,0.5,False,17.4,33.0,3.3,99,9.7,14.1,991.0,985.0,2021,6,10
2021-06-11,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,24.4,5.9,False,17.9,31.0,6.1,12,16.1,9.6,990.9,984.9,2021,6,11
2021-06-12,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,25.2,0.0,False,17.9,32.4,1.9,23,8.6,13.3,992.2,988.3,2021,6,12
2021-06-13,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,27.2,0.0,False,18.9,35.6,1.9,06,7.5,13.6,992.2,986.7,2021,6,13
2021-06-14,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.9,0.0,False,21.0,36.8,1.9,31,15.6,13.1,989.6,984.4,2021,6,14
2021-06-15,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,28.2,0.0,True,20.7,35.6,3.3,20,11.9,,989.2,984.5,2021,6,15
